city,country,date,lat,lng,max_temperature,humidity,cloudiness,wind_speed
manicore,br,2017-08-23 09:52:10,-61.3,-5.81,97.37,38.0,0.0,2.93
mar del plata,ar,2017-08-23 09:00:00,-57.56,-38.0,62.6,67.0,0.0,4.7
marcona,pe,2017-08-23 09:52:11,-75.16,-15.37,60.29,94.0,68.0,13.78
marfino,ru,2017-08-23 09:30:00,37.38,55.7,66.2,93.0,40.0,15.66
margate,za,2017-08-23 09:52:11,30.37,-30.86,62.54,79.0,0.0,7.74
marienburg,sr,2017-08-23 09:00:00,-55.02,5.85,93.2,62.0,40.0,10.29
marovoay,mg,2017-08-23 09:00:00,46.63,-16.1,77.0,88.0,20.0,4.7
masjed-e soleyman,ir,2017-08-23 09:00:00,49.3,31.94,105.8,10.0,0.0,4.7
matara,lk,2017-08-23 09:52:13,80.54,5.95,80.81,88.0,92.0,11.43
mbandaka,cd,2017-08-23 09:52:13,18.26,0.05,73.52,97.0,56.0,2.71
mecca,sa,2017-08-23 09:00:00,39.83,21.43,104.0,35.0,75.0,8.41
mehamn,no,2017-08-23 08:50:00,27.85,71.04,50.0,71.0,20.0,6.93
menongue,ao,2017-08-23 09:52:14,17.69,-14.66,68.03,25.0,0.0,4.27
mercedes,uy,2017-08-23 09:52:14,-58.03,-33.25,73.7,63.0,48.0,11.88
meridian,us,2017-08-23 09:15:00,-116.39,43.61,75.2,49.0,1.0,4.7
mikhaylovka,ru,2017-08-23 09:52:14,43.24,50.06,65.96,98.0,100.0,6.29
minas,uy,2017-08-23 09:00:00,-55.24,-34.38,69.8,60.0,0.0,10.29
minsk,by,2017-08-23 09:30:00,27.57,53.9,55.4,93.0,75.0,8.95
miranda,br,2017-08-23 09:52:15,-56.38,-20.24,92.42,44.0,0.0,11.65
mitsamiouli,km,2017-08-23 09:00:00,43.28,-11.38,78.8,83.0,20.0,5.17
mocuba,mz,2017-08-23 09:52:16,37.0,-17.0,69.92,59.0,0.0,6.62
mollendo,pe,2017-08-23 09:52:16,-72.01,-17.02,69.2,60.0,0.0,4.38
mongo,td,2017-08-23 09:52:17,18.69,12.18,80.63,75.0,56.0,7.18
monrovia,lr,2017-08-23 09:30:00,-10.8,6.3,78.8,88.0,75.0,10.29
mookane,bw,2017-08-23 09:52:17,26.66,-23.69,51.65,50.0,0.0,2.93
moose factory,ca,2017-08-23 09:00:00,-80.63,51.28,53.6,100.0,90.0,17.22
morondava,mg,2017-08-23 09:52:18,44.28,-20.28,72.17,92.0,0.0,5.95
morros,br,2017-08-23 09:52:18,-46.3,-9.45,91.52,29.0,0.0,15.79
mount darwin,zw,2017-08-23 09:52:18,31.58,-16.77,70.46,34.0,0.0,7.4
mugango,tz,2017-08-23 09:52:18,33.7,-1.68,72.17,88.0,44.0,6.96
muheza,tz,2017-08-23 09:52:19,38.78,-5.17,75.77,85.0,0.0,7.07
muli,mv,2017-08-23 09:52:19,73.57,2.92,83.69,100.0,56.0,6.29
mumford,gh,2017-08-23 09:52:19,-0.76,5.26,76.58,79.0,8.0,11.88
muromtsevo,ru,2017-08-23 09:52:20,75.24,56.37,60.74,84.0,0.0,2.71
muros,es,2017-08-23 09:00:00,-9.06,42.78,73.4,64.0,20.0,11.41
mushie,cd,2017-08-23 09:52:20,16.9,-3.02,77.93,81.0,48.0,2.93
nalut,ly,2017-08-23 09:52:21,10.98,31.87,85.94,32.0,0.0,11.77
namibe,ao,2017-08-23 09:52:21,12.15,-15.2,66.68,99.0,8.0,3.04
nanortalik,gl,2017-08-23 09:52:21,-45.24,60.14,44.9,86.0,92.0,14.79
nantucket,us,2017-08-23 09:15:00,-70.1,41.28,77.0,94.0,90.0,13.87
narnaund,in,2017-08-23 09:52:22,76.15,29.22,80.18,95.0,32.0,5.73
narsaq,gl,2017-08-23 08:50:00,-46.05,60.92,57.2,47.0,75.0,5.82
natal,br,2017-08-23 09:00:00,-35.21,-5.79,84.2,66.0,40.0,19.46
necochea,ar,2017-08-23 09:52:09,-58.74,-38.55,57.95,67.0,88.0,8.19
neringa,lt,2017-08-23 09:30:00,21.06,55.37,62.6,67.0,40.0,8.95
neuquen,ar,2017-08-23 09:00:00,-68.06,-38.95,57.2,28.0,0.0,16.11
nioro,ml,2017-08-23 09:52:23,-9.59,15.24,85.04,72.0,12.0,9.64
nova olinda do norte,br,2017-08-23 09:52:23,-59.09,-3.89,93.86,49.0,8.0,4.61
novomichurinsk,ru,2017-08-23 09:52:24,39.75,54.04,67.22,79.0,92.0,19.04
noyabrsk,ru,2017-08-23 09:52:24,75.45,63.2,65.69,77.0,0.0,15.35
nsanje,mw,2017-08-23 09:52:24,35.26,-16.92,74.42,34.0,8.0,9.98
nurobod,uz,2017-08-23 08:30:00,66.58,39.58,73.4,33.0,0.0,4.7
nurota,uz,2017-08-23 09:30:00,65.69,40.56,78.8,22.0,0.0,6.93
nuuk,gl,2017-08-23 08:50:00,-51.72,64.18,48.2,70.0,20.0,6.93
nyimba,zm,2017-08-23 09:52:25,30.81,-14.56,70.82,44.0,0.0,3.83
obidos,br,2017-08-23 09:52:26,-55.52,-1.92,90.44,56.0,20.0,6.17
okha,in,2017-08-23 09:52:26,69.06,22.47,80.27,100.0,88.0,11.21
oksfjord,no,2017-08-23 08:50:00,22.35,70.24,50.0,66.0,75.0,3.36
oktyabrskoye,ru,2017-08-23 09:52:26,44.74,43.06,72.89,55.0,36.0,5.5
olafsvik,is,2017-08-23 09:52:27,-23.71,64.89,53.81,91.0,8.0,4.83
olinda,br,2017-08-23 09:00:00,-34.86,-8.01,80.6,69.0,20.0,12.75
omboue,ga,2017-08-23 09:52:27,9.26,-1.57,74.42,100.0,32.0,8.63
omutninsk,ru,2017-08-23 09:52:27,52.19,58.67,66.95,74.0,0.0,9.08
ondjiva,ao,2017-08-23 09:52:28,15.73,-17.07,71.63,39.0,0.0,4.27
opuwo,na,2017-08-23 09:52:28,13.84,-18.06,65.24,42.0,0.0,2.82
oranjemund,na,2017-08-23 09:52:28,16.43,-28.55,55.61,96.0,0.0,23.96
orbetello,it,2017-08-23 08:55:00,11.22,42.44,84.2,26.0,0.0,9.17
ormara,pk,2017-08-23 09:52:29,64.64,25.21,81.35,91.0,0.0,10.54
oruro,bo,2017-08-23 09:00:00,-67.15,-17.98,55.4,30.0,0.0,9.17
ostrovnoy,ru,2017-08-23 09:52:29,39.51,68.05,44.09,100.0,92.0,14.67
otavi,na,2017-08-23 09:52:30,17.33,-19.65,61.82,36.0,0.0,4.61
ouesso,cg,2017-08-23 09:52:30,16.05,1.61,75.77,88.0,8.0,2.71
ouro preto,br,2017-08-23 09:52:30,-43.51,-20.39,72.44,49.0,44.0,5.84
ous,ru,2017-08-23 09:52:30,61.52,60.91,72.98,63.0,20.0,5.95
oussouye,sn,2017-08-23 09:00:00,-16.55,12.48,78.8,94.0,75.0,15.79
padang,id,2017-08-23 09:52:31,100.35,-0.95,81.62,100.0,36.0,1.14
paita,pe,2017-08-23 09:00:00,-81.11,-5.09,71.6,73.0,40.0,14.99
palitana,in,2017-08-23 09:52:31,71.83,21.52,78.65,91.0,24.0,7.85
palotina,br,2017-08-23 09:52:32,-53.84,-24.28,75.68,82.0,32.0,12.21
pangnirtung,ca,2017-08-23 09:00:00,-65.71,66.15,44.6,87.0,75.0,13.87
pangoa,pe,2017-08-23 09:52:32,-73.0,-12.12,80.54,57.0,0.0,2.82
pangody,ru,2017-08-23 09:52:33,74.49,65.85,45.35,89.0,12.0,8.63
paracuru,br,2017-08-23 09:00:00,-39.03,-3.41,89.6,43.0,20.0,16.11
paradwip,in,2017-08-23 09:52:33,86.62,20.32,76.58,96.0,0.0,3.6
paragominas,br,2017-08-23 09:52:33,-47.48,-2.97,87.92,68.0,48.0,7.29
pauini,br,2017-08-23 09:52:34,-66.98,-7.71,94.04,44.0,0.0,3.83
pedregulho,br,2017-08-23 09:52:34,-47.48,-20.26,80.72,49.0,24.0,8.97
peniche,pt,2017-08-23 09:00:00,-9.38,39.36,84.2,64.0,20.0,12.75
perumpavur,in,2017-08-23 09:00:00,76.48,10.13,80.6,78.0,40.0,4.38
piacabucu,br,2017-08-23 09:52:35,-36.43,-10.41,74.33,97.0,92.0,11.65
picota,pe,2017-08-23 09:00:00,-76.33,-6.92,82.4,61.0,40.0,4.7
piranhas,br,2017-08-23 09:52:35,-51.82,-16.43,93.86,28.0,0.0,11.99
pisco,pe,2017-08-23 09:00:00,-76.22,-13.7,64.4,77.0,20.0,14.99
pitimbu,br,2017-08-23 09:00:00,-34.81,-7.47,82.4,65.0,75.0,18.34
plettenberg bay,za,2017-08-23 09:52:36,23.37,-34.05,61.64,95.0,0.0,27.54
pocone,br,2017-08-23 09:52:36,-56.62,-16.26,97.28,35.0,0.0,13.22
pokhara,np,2017-08-23 09:52:37,83.98,28.23,63.08,65.0,36.0,3.49
polyarnyy,ru,2017-08-23 09:30:00,33.45,69.2,46.4,87.0,75.0,4.47
ponta do sol,pt,2017-08-23 09:00:00,-17.1,32.67,80.6,57.0,40.0,23.04
ponta do sol,cv,2017-08-23 09:52:38,-25.09,17.2,78.92,100.0,20.0,7.63
port alfred,za,2017-08-23 09:52:38,26.89,-33.59,62.27,78.0,0.0,16.58
port elizabeth,za,2017-08-23 09:00:00,25.57,-33.92,59.0,58.0,0.0,23.04
port shepstone,za,2017-08-23 09:52:38,30.45,-30.74,62.54,79.0,0.0,7.74
port-cartier,ca,2017-08-23 09:44:00,-66.87,50.03,62.6,88.0,75.0,9.17
port-gentil,ga,2017-08-23 09:00:00,8.78,-0.72,78.8,78.0,75.0,11.41
portel,br,2017-08-23 09:52:39,-50.82,-1.94,85.04,77.0,32.0,4.05
porto nacional,br,2017-08-23 09:52:40,-48.42,-10.71,93.5,35.0,0.0,10.65
porto velho,br,2017-08-23 09:00:00,-63.9,-8.76,91.4,43.0,40.0,3.36
porto walter,br,2017-08-23 09:52:40,-72.74,-8.27,91.16,46.0,0.0,2.93
praia,cv,2017-08-23 09:51:35,-23.51,14.92,83.87,86.0,0.0,15.01
praia da vitoria,pt,2017-08-23 09:00:00,-27.07,38.73,77.0,83.0,40.0,5.82
pryazha,ru,2017-08-23 09:00:00,33.62,61.69,69.8,77.0,88.0,4.47
puerto ayacucho,ve,2017-08-23 09:00:00,-67.62,5.66,86.0,62.0,40.0,8.05
puerto baquerizo moreno,ec,2017-08-23 09:52:41,-89.6,-0.9,69.02,97.0,56.0,9.98
puerto madryn,ar,2017-08-23 09:47:55,-65.04,-42.77,54.98,63.0,0.0,19.15
puerto narino,co,2017-08-23 09:00:00,-70.38,-3.77,84.2,74.0,75.0,4.7
punta arenas,cl,2017-08-23 09:00:00,-70.92,-53.15,39.2,64.0,40.0,24.16
qaanaaq,gl,2017-08-23 09:52:42,-69.36,77.48,35.9,100.0,88.0,3.71
qaqortoq,gl,2017-08-23 08:50:00,-46.03,60.72,57.2,47.0,75.0,5.82
qasigiannguit,gl,2017-08-23 08:50:00,-51.19,68.82,39.2,93.0,90.0,12.75
qostanay,kz,2017-08-23 09:30:00,63.58,53.17,66.2,72.0,0.0,2.24
quatre cocos,mu,2017-08-23 09:00:00,57.76,-20.21,73.4,83.0,40.0,8.05
quelimane,mz,2017-08-23 09:00:00,36.89,-17.88,77.0,73.0,0.0,11.41
rafai,cf,2017-08-23 09:52:44,23.92,4.95,75.77,87.0,32.0,3.15
raudeberg,no,2017-08-23 09:20:00,5.11,61.94,62.6,55.0,40.0,13.87
rawson,ar,2017-08-23 09:52:45,-65.1,-43.3,54.89,62.0,0.0,18.03
reconquista,ar,2017-08-23 09:52:45,-59.65,-29.15,75.32,60.0,12.0,13.22
ribeira grande,pt,2017-08-23 09:00:00,-28.7,38.52,77.0,69.0,20.0,14.99
richards bay,za,2017-08-23 09:52:45,32.04,-28.78,56.42,74.0,0.0,5.39
richmond,za,2017-08-23 09:52:46,30.27,-29.87,45.08,54.0,0.0,1.7
rio gallegos,ar,2017-08-23 09:00:00,-69.22,-51.62,44.6,33.0,0.0,11.41
rio grande,br,2017-08-23 09:00:00,-52.1,-32.03,75.2,57.0,0.0,11.41
road town,vg,2017-08-23 09:00:00,-64.62,18.42,87.8,66.0,40.0,9.17
rocha,uy,2017-08-23 09:52:46,-54.33,-34.48,74.6,60.0,12.0,9.64
rockland,us,2017-08-23 09:15:00,-70.92,42.13,82.4,57.0,75.0,5.61
rognan,no,2017-08-23 09:20:00,15.39,67.1,51.8,81.0,75.0,8.05
rosita,ni,2017-08-23 09:52:47,-84.4,13.93,84.68,78.0,48.0,2.93
rudsar,ir,2017-08-23 09:30:00,50.29,37.14,86.0,62.0,0.0,1.59
rundu,na,2017-08-23 09:00:00,19.77,-17.93,86.0,9.0,0.0,4.7
rutana,bi,2017-08-23 09:52:48,29.99,-3.93,69.47,59.0,8.0,6.51
ruzhyn,ua,2017-08-23 09:52:49,29.2,49.72,58.22,78.0,44.0,13.22
sabla,bg,2017-08-23 09:20:00,9.62,45.98,86.0,35.0,0.0,3.36
saint-augustin,ca,2017-08-23 09:52:49,-58.65,51.23,61.82,91.0,100.0,20.49
saint-leu,re,2017-08-23 09:30:00,55.28,-21.15,71.6,78.0,0.0,6.93
saint-philippe,re,2017-08-23 09:30:00,55.77,-21.36,71.6,78.0,0.0,6.93
saint-pierre,re,2017-08-23 09:30:00,55.48,-21.34,71.6,78.0,0.0,6.93
saint-pierre,pm,2017-08-23 09:00:00,-56.17,46.77,66.2,88.0,75.0,12.75
salalah,om,2017-08-23 08:50:00,54.09,17.02,80.6,88.0,75.0,8.05
saldanha,za,2017-08-23 09:00:00,17.94,-33.01,57.2,67.0,88.0,5.82
salinopolis,br,2017-08-23 09:52:51,-47.36,-0.61,83.51,91.0,0.0,15.46
sambava,mg,2017-08-23 09:52:51,50.17,-14.27,75.77,100.0,0.0,13.22
san antonio,cl,2017-08-23 09:00:00,-71.62,-33.59,51.8,93.0,90.0,4.7
san carlos de bariloche,ar,2017-08-23 09:00:00,-71.31,-41.15,39.2,69.0,40.0,31.09
san cristobal,ve,2017-08-23 09:00:00,-72.22,7.77,93.2,34.0,40.0,23.04
san cristobal,ec,2017-08-23 09:52:52,-89.62,-0.9,69.02,97.0,56.0,9.98
san ramon,bo,2017-08-23 09:00:00,-64.72,-13.28,87.8,48.0,0.0,13.87
santarem,br,2017-08-23 09:00:00,-54.71,-2.44,87.8,62.0,20.0,9.17
santiago,pe,2017-08-23 09:52:53,-75.71,-14.19,73.34,56.0,0.0,4.61
santiago del estero,ar,2017-08-23 09:52:53,-64.26,-27.8,82.43,36.0,20.0,5.61
sao cristovao,br,2017-08-23 09:00:00,-37.21,-11.01,75.2,88.0,75.0,17.22
sao felix do xingu,br,2017-08-23 09:52:54,-51.99,-6.64,80.27,85.0,76.0,3.27
sao filipe,cv,2017-08-23 09:52:54,-24.5,14.9,80.63,93.0,0.0,9.08
sao gabriel,br,2017-08-23 09:52:55,-54.32,-30.34,78.2,67.0,48.0,11.54
sao gabriel da cachoeira,br,2017-08-23 09:52:55,-67.09,-0.13,84.86,73.0,32.0,2.71
sao joao da barra,br,2017-08-23 09:00:00,-41.05,-21.64,71.6,56.0,75.0,11.41
saquena,pe,2017-08-23 09:52:55,-73.52,-4.67,88.19,56.0,20.0,3.71
sarkikaraagac,tr,2017-08-23 09:52:56,31.37,38.08,69.02,69.0,68.0,2.37
seabra,br,2017-08-23 09:52:56,-41.77,-12.42,75.68,48.0,0.0,17.25
sechura,pe,2017-08-23 09:52:56,-80.82,-5.56,71.0,85.0,0.0,9.19
segou,ml,2017-08-23 09:52:57,-6.22,13.43,85.04,68.0,80.0,7.29
senno,by,2017-08-23 09:00:00,29.71,54.81,55.4,100.0,90.0,6.71
sestroretsk,ru,2017-08-23 09:30:00,29.96,60.1,60.8,93.0,90.0,6.71
sfantu gheorghe,ro,2017-08-23 09:00:00,26.83,44.65,77.0,38.0,0.0,3.36
shache,cn,2017-08-23 09:52:58,77.24,38.42,61.64,83.0,88.0,4.94
shamgarh,in,2017-08-23 09:52:58,75.63,24.18,76.94,91.0,64.0,10.65
shetpe,kz,2017-08-23 09:52:58,52.12,44.17,83.24,12.0,0.0,15.23
siavonga,zm,2017-08-23 09:52:58,28.71,-16.54,70.1,54.0,0.0,3.15
sile,tr,2017-08-23 09:20:00,29.61,41.18,75.2,60.0,40.0,11.41
sinnamary,gf,2017-08-23 09:52:59,-52.95,5.38,85.04,85.0,8.0,7.96
skibbereen,ie,2017-08-23 09:00:00,-9.27,51.55,64.4,72.0,75.0,13.87
sofiyivka,ua,2017-08-23 09:30:00,33.87,48.05,62.6,59.0,40.0,4.47
sokoni,tz,2017-08-23 09:00:00,39.55,-6.43,82.4,69.0,20.0,5.82
sokoto,ng,2017-08-23 09:53:00,5.24,13.06,74.87,93.0,64.0,1.92
songea,tz,2017-08-23 09:53:00,35.65,-10.68,66.14,71.0,8.0,3.38
sorvag,fo,2017-08-23 09:20:00,-7.25,62.08,55.4,82.0,76.0,17.22
souillac,mu,2017-08-23 09:00:00,57.52,-20.52,73.4,83.0,40.0,8.05
soyo,ao,2017-08-23 09:53:01,12.37,-6.13,75.05,71.0,0.0,7.18
springbok,za,2017-08-23 09:53:02,17.89,-29.66,45.26,49.0,0.0,2.93
stadskanaal,nl,2017-08-23 08:55:00,6.95,52.99,73.4,60.0,64.0,6.93
stancuta,ro,2017-08-23 09:53:02,27.83,44.9,65.24,69.0,12.0,4.16
stolin,by,2017-08-23 09:53:02,26.85,51.89,62.45,60.0,76.0,12.44
strezhevoy,ru,2017-08-23 09:30:00,77.59,60.73,68.0,77.0,0.0,6.71
sungurlu,tr,2017-08-23 09:53:03,34.37,40.17,70.1,45.0,0.0,9.42
sur,om,2017-08-23 09:53:03,59.53,22.57,84.77,91.0,88.0,9.98
susangerd,ir,2017-08-23 09:27:00,48.18,31.56,104.0,29.0,0.0,4.7
svecha,ru,2017-08-23 09:53:04,47.52,58.28,72.71,48.0,8.0,9.19
tahta,eg,2017-08-23 09:00:00,31.5,26.77,93.2,34.0,0.0,16.11
takab,ir,2017-08-23 09:53:04,47.11,36.4,70.19,50.0,88.0,1.7
takoradi,gh,2017-08-23 09:53:05,-1.76,4.88,75.32,95.0,12.0,8.97
talcahuano,cl,2017-08-23 09:00:00,-73.12,-36.72,51.8,81.0,75.0,23.04
taltal,cl,2017-08-23 09:53:05,-70.48,-25.4,63.62,73.0,8.0,2.59
tamale,gh,2017-08-23 09:53:06,-0.84,9.4,80.54,82.0,92.0,6.06
taolanaro,mg,2017-08-23 09:00:00,46.97,-25.02,71.6,88.0,40.0,8.63
taoudenni,ml,2017-08-23 09:53:06,-3.98,22.68,99.71,20.0,68.0,14.0
taperoa,br,2017-08-23 09:53:07,-36.83,-7.21,81.89,48.0,0.0,16.24
tarko-sale,ru,2017-08-23 09:53:07,77.78,64.92,51.38,99.0,20.0,13.0
tartus,sy,2017-08-23 09:00:00,35.89,34.89,84.2,66.0,20.0,6.93
tasiilaq,gl,2017-08-23 08:50:00,-37.64,65.61,50.0,71.0,40.0,10.29
telimele,gn,2017-08-23 09:53:08,-13.03,10.9,71.0,98.0,92.0,8.75
tete,mz,2017-08-23 09:00:00,33.59,-16.16,87.8,22.0,0.0,5.06
the valley,ai,2017-08-23 09:00:00,-63.06,18.22,87.8,62.0,20.0,12.75
thinadhoo,mv,2017-08-23 09:53:08,72.93,0.53,83.96,100.0,24.0,6.17
timra,se,2017-08-23 09:20:00,17.33,62.49,57.2,71.0,0.0,4.7
tiznit,ma,2017-08-23 09:53:09,-9.5,29.58,86.84,54.0,8.0,4.61
toliary,mg,2017-08-23 09:53:09,43.67,-23.35,66.68,100.0,8.0,4.83
tombouctou,ml,2017-08-23 09:53:10,-3.01,16.77,81.71,81.0,48.0,7.74
torbay,ca,2017-08-23 09:00:00,-52.73,47.67,73.4,69.0,75.0,16.11
touros,br,2017-08-23 09:53:10,-35.46,-5.2,80.09,79.0,68.0,17.13
treinta y tres,uy,2017-08-23 09:53:10,-54.38,-33.23,75.77,69.0,0.0,11.88
tres arroyos,ar,2017-08-23 09:53:11,-60.28,-38.37,62.63,38.0,88.0,7.52
tsaratanana,mg,2017-08-23 09:53:11,47.65,-16.78,77.39,51.0,80.0,3.49
tshikapa,cd,2017-08-23 09:53:11,20.8,-6.42,73.7,88.0,0.0,1.48
tsihombe,mg,2017-08-23 09:53:11,45.48,-25.3,68.57,70.0,0.0,10.42
tucuman,ar,2017-08-23 09:00:00,-65.22,-26.82,71.6,30.0,8.0,9.17
tuggurt,dz,2017-08-23 09:00:00,6.06,33.11,98.6,30.0,0.0,11.41
tumannyy,ru,2017-08-23 09:53:12,35.15,69.16,44.45,100.0,92.0,8.3
tunduru,tz,2017-08-23 09:53:13,38.42,-11.37,75.41,52.0,0.0,4.38
turukhansk,ru,2017-08-23 09:53:13,87.98,65.82,47.24,97.0,92.0,8.41
tutoia,br,2017-08-23 09:53:13,-42.27,-2.76,91.52,60.0,0.0,4.94
uchana,in,2017-08-23 09:53:13,76.17,29.47,80.18,95.0,32.0,5.73
ugoofaaru,mv,2017-08-23 09:53:14,73.0,5.67,84.23,97.0,92.0,13.22
umkomaas,za,2017-08-23 09:53:14,30.8,-30.21,46.79,68.0,0.0,3.04
umm durman,sd,2017-08-23 09:53:14,32.21,14.46,82.43,60.0,32.0,11.88
umm jarr,sd,2017-08-23 09:53:15,32.41,13.8,78.2,80.0,24.0,11.65
upernavik,gl,2017-08-23 09:53:15,-56.15,72.79,41.39,100.0,92.0,8.3
urucurituba,br,2017-08-23 09:53:15,-57.67,-2.68,83.78,85.0,20.0,3.94
ushuaia,ar,2017-08-23 09:00:00,-68.3,-54.8,41.0,38.0,20.0,13.87
vaasa,fi,2017-08-23 09:20:00,21.62,63.1,51.8,71.0,0.0,8.05
vardo,no,2017-08-23 08:50:00,31.11,70.37,48.2,76.0,40.0,4.7
venice,us,2017-08-23 09:35:00,-82.45,27.1,89.6,78.0,75.0,8.05
verkhnyaya inta,ru,2017-08-23 09:53:17,60.31,65.98,56.33,96.0,36.0,4.61
vestmanna,fo,2017-08-23 09:20:00,-7.17,62.16,55.4,82.0,0.0,17.22
vestmannaeyjar,is,2017-08-23 09:53:17,-20.27,63.44,57.14,73.0,0.0,4.05
victoria,sc,2017-08-23 09:00:00,55.45,-4.62,78.8,88.0,40.0,8.05
vicuna,cl,2017-08-23 09:00:00,-70.71,-30.03,59.0,72.0,75.0,9.17
viedma,ar,2017-08-23 09:53:18,-63.0,-40.81,61.1,29.0,0.0,8.97
vila franca do campo,pt,2017-08-23 09:00:00,-25.43,37.72,77.0,78.0,20.0,12.75
vila velha,br,2017-08-23 09:00:00,-40.29,-20.33,69.8,73.0,90.0,6.93
villa bruzual,ve,2017-08-23 09:53:19,-69.12,9.33,76.85,100.0,88.0,4.38
villa maria,ar,2017-08-23 09:53:19,-63.24,-32.41,71.45,32.0,36.0,12.77
villazon,bo,2017-08-23 09:53:19,-65.59,-22.09,63.89,14.0,0.0,4.05
vite,in,2017-08-23 09:53:19,74.55,17.28,69.29,94.0,24.0,4.61
vozhega,ru,2017-08-23 09:53:20,40.22,60.47,72.62,49.0,64.0,14.0
vredendal,za,2017-08-23 09:53:20,18.5,-31.67,48.59,84.0,0.0,5.17
walvis bay,na,2017-08-23 09:00:00,14.51,-22.96,68.0,49.0,0.0,8.05
warqla,dz,2017-08-23 09:20:00,24.83,60.18,59.0,72.0,75.0,12.75
wattegama,lk,2017-08-23 09:53:21,81.48,6.8,78.74,92.0,80.0,4.38
westport,ie,2017-08-23 09:00:00,-9.52,53.8,59.0,87.0,75.0,8.05
willowmore,za,2017-08-23 09:53:21,23.49,-33.29,51.02,36.0,0.0,7.85
wschowa,pl,2017-08-23 09:53:22,16.32,51.81,63.62,61.0,80.0,4.94
xai-xai,mz,2017-08-23 09:53:22,33.64,-25.05,66.59,100.0,0.0,6.4
yacuiba,bo,2017-08-23 09:00:00,-63.68,-22.04,82.4,34.0,0.0,4.72
yaguajay,cu,2017-08-23 09:53:23,-79.24,22.33,87.56,72.0,24.0,5.61
yar-sale,ru,2017-08-23 09:53:23,70.83,66.83,47.87,100.0,0.0,12.21
yenagoa,ng,2017-08-23 09:53:23,6.26,4.92,74.6,91.0,88.0,7.4
yenotayevka,ru,2017-08-23 09:53:24,47.03,47.25,82.52,32.0,92.0,14.79
yusva,ru,2017-08-23 09:53:24,55.07,58.85,64.97,85.0,0.0,2.71
yuty,py,2017-08-23 09:53:24,-56.25,-26.6,87.02,48.0,0.0,11.99
zarand,ir,2017-08-23 09:53:24,56.56,30.81,59.75,18.0,0.0,4.38
zhanatas,kz,2017-08-23 09:53:25,69.75,43.57,68.84,29.0,0.0,17.13
